name,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,rock_era
"Return to Sender - From ""Girls! Girls! Girls!""",Elvis Presley,1962,0.08,0.71,0.86,0.63,0.56,0,0.73,0.05,0.67,0.08,0.6,4,0.98,Old Rock
Long Tall Sally,Elvis Presley,1956,0.07,0.42,0.4,0.74,0.75,0,0,0.04,0.67,0.07,0.86,4,0.97,Old Rock
Young Turks - 2008 Remaster,Rod Stewart,2008,0.2,0.74,0.65,0.28,0.82,0.48,0.45,0.13,0.69,0.06,0.74,4,0.71,Modern Rock
Fans,Kings of Leon,2007,0.14,0.67,0.42,0.03,0.72,0,0.36,0.13,0.77,0.07,0.48,4,0.36,Modern Rock
Turn up the Radio,Autograph,1984,0.19,0.7,0.64,0.04,0.79,0,0.18,0.12,0.56,0.08,0.51,4,0.43,Sweet Rock
Word Up!,Korn,2004,0.11,0.74,0.58,0,0.94,0.07,0.55,0.34,0.82,0.07,0.53,4,0.83,Modern Rock
She's Not There,Santana,1977,0.17,0.63,0.48,0.41,0.7,0.26,0,0.3,0.72,0.07,0.6,4,0.84,Old Rock
Verona,Elemeno P,2003,0.11,0.5,0.55,0,0.91,0,0.82,0.16,0.83,0.08,0.81,4,0.9,Modern Rock
Doctor Doctor - 2007 Remaster,UFO,1974,0.17,0.73,0.3,0,0.8,0,0.18,0.49,0.74,0.08,0.66,4,0.57,Old Rock
Been Away Too Long,Soundgarden,2012,0.14,0.54,0.48,0,0.97,0.01,0.82,0.36,0.84,0.19,0.7,4,0.65,Modern Rock
Bang the Drum All Day - 2015 Remaster,Todd Rundgren,1982,0.15,0.52,0.65,0.76,0.78,0,0.18,0.03,0.64,0.11,0.66,4,0.94,Sweet Rock
Open Your Eyes,Guano Apes,1997,0.12,0.74,0.65,0.01,0.95,0,0,0.32,0.75,0.12,0.51,4,0.37,Sweet Rock
Cool Slate,Cha Cha Cohen,1999,0.2,0,0.27,0,0.92,0.66,0.09,0.22,0.7,0.15,0.91,4,0.08,Sweet Rock
Devil in a Midnight Mass,Billy Talent,2006,0.11,0.64,0.47,0,0.93,0,0.18,0.25,0.8,0.15,0.82,4,0.57,Modern Rock
Age of Consent - 2015 Remaster,New Order,1983,0.21,0.8,0.38,0,0.91,0.1,0.18,0.12,0.78,0.07,0.74,4,0.76,Sweet Rock
Fake Empire,The National,2007,0.14,0.68,0.33,0.15,0.78,0.92,0,0.06,0.75,0.06,0.47,3,0.32,Modern Rock
The Real Thing,Russell Morris,1978,0.26,0.52,0.28,0.01,0.62,0.42,0.18,0.11,0.54,0.08,0.42,4,0.56,Old Rock
An Honest Mistake,The Bravery,2005,0.15,0.67,0.47,0,0.89,0.65,0.18,0.11,0.82,0.05,0.64,4,0.65,Modern Rock
In The Waiting Line,Zero 7,2001,0.18,0.75,0.57,0.76,0.33,0.13,0.45,0.1,0.56,0.05,0.36,4,0.38,Sweet Rock
Check My Brain,Alice In Chains,2009,0.16,0.69,0.45,0,0.85,0.05,0.91,0.72,0.85,0.08,0.52,4,0.31,Modern Rock
No More Heroes - 1996 Remaster,The Stranglers,1977,0.14,0.62,0.3,0,0.93,0.15,0,0.33,0.71,0.13,0.69,4,0.85,Old Rock
She's A Beauty - Remastered 1991,The Tubes,1983,0.16,0.64,0.7,0.07,0.79,0,0.18,0.29,0.7,0.07,0.51,4,0.64,Sweet Rock
The Bomb (These Sounds Fall Into My Mind),The Bucketheads,1995,0.13,0.64,0.79,0,0.88,0.35,0.45,0.07,0.84,0.07,0.58,4,0.88,Sweet Rock
Father Figure,Army of Anyone,2006,0.16,0.21,0.53,0,0.97,0.06,0.82,0.28,0.86,0.19,0.43,4,0.57,Modern Rock
You Can't Catch Me - Single Version,Chuck Berry,1982,0.11,0.44,0.83,0.82,0.7,0,0.73,0.05,0.63,0.1,0.56,4,0.89,Sweet Rock
Cheap Wine & Cheaper Women,Airbourne,2007,0.13,0.4,0.66,0,0.85,0,0.82,0.37,0.85,0.06,0.5,4,0.73,Modern Rock
Frankie And Johnny - Live,Sam Cooke,1964,0.12,0.3,0.51,0.4,0.49,0,0,0.7,0.66,0.35,0.5,4,0.58,Old Rock
Wherever You Will Go,The Calling,2001,0.14,0.87,0.57,0.04,0.72,0,0.18,0.1,0.8,0.05,0.51,4,0.37,Sweet Rock
Cry Little Sister - Theme from ''Lost Boys'',Various Artists,1987,0.19,0.63,0.47,0.16,0.49,0.02,0.18,0.06,0.5,0.09,0.67,4,0.45,Sweet Rock
Pyramid Song,Radiohead,2001,0.19,0.73,0.13,0.79,0.33,0.43,1,0.1,0.71,0.06,0.35,4,0.07,Sweet Rock
On my Radio,The Selecter,1997,0.12,0.57,0.79,0.05,0.71,0.06,0.64,0.15,0.73,0.08,0.65,4,0.97,Sweet Rock
"Hasta Manana, Monsieur",Sparks,1974,0.15,0.1,0.46,0.14,0.69,0,0,0.15,0.57,0.12,0.61,4,0.61,Old Rock
Oh Girl,The Chi-Lites,2001,0.14,0.6,0.42,0.23,0.4,0,0.91,0.09,0.57,0.05,0.61,4,0.61,Sweet Rock
Senses Working Overtime - Remastered,XTC,1982,0.2,0.62,0.69,0.03,0.67,0.03,0,0.66,0.6,0.06,0.6,4,0.87,Sweet Rock
"See You Later, Alligator",Bill Haley & His Comets,1959,0.11,0.62,0.67,0.27,0.76,0,0.91,0.31,0.66,0.1,0.72,4,0.82,Old Rock
Set My Baby Free,Ian Brown,1999,0.18,0.46,0.57,0.76,0.61,0.03,0,0.12,0.76,0.06,0.41,4,0.34,Sweet Rock
Villa Rosie - 2012 Remaster,Blur,1993,0.16,0.31,0.46,0.07,0.75,0,0,0.08,0.75,0.06,0.44,4,0.59,Sweet Rock
Wild Hearted Son (Edit),The Cult,2000,0.18,0.42,0.43,0.01,0.89,0.1,0.55,0.24,0.75,0.11,0.6,4,0.49,Sweet Rock
Stacked Actors,Foo Fighters,1999,0.17,0.64,0.51,0,0.94,0,0.64,0.22,0.8,0.09,0.62,4,0.68,Sweet Rock
Kyrie - Single Version,Mr. Mister,2001,0.17,0,0.5,0.27,0.66,0,0,0.06,0.69,0.07,0.41,4,0.62,Sweet Rock
"Harvest for the World, Pt. 1 - Single Version",The Isley Brothers,1976,0.14,0.64,0.67,0.12,0.58,0,0.64,0.1,0.66,0.08,0.61,4,0.56,Old Rock
I Forgot to Remember to Forget,Elvis Presley,1959,0.1,0.36,0.69,0.4,0.47,0,0.36,0.55,0.58,0.1,0.52,4,0.68,Old Rock
Cico Buff,Cocteau Twins,1988,0.15,0.44,0.49,0.16,0.76,0,0,0.17,0.79,0.05,0.62,4,0.39,Sweet Rock
Babe,Styx,1979,0.18,0.77,0.27,0.53,0.2,0,0.18,0.08,0.55,0.06,0.78,4,0.09,Old Rock
"He's Simple, He's Dumb, He's The Pilot",Grandaddy,2000,0.36,0.51,0.31,0.32,0.42,0.04,0.45,0.14,0.6,0.06,0.57,3,0.05,Sweet Rock
Mourn,Sentenced,1998,0.19,0.52,0.45,0.04,0.56,0.9,0.36,0.08,0.71,0.06,0.6,4,0.13,Sweet Rock
Me and Mia,Ted Leo and the Pharmacists,2004,0.14,0.45,0.44,0,0.95,0,0.64,0.09,0.84,0.47,0.79,4,0.63,Modern Rock
Sorted For E's & Wizz,Pulp,1995,0.15,0.57,0.38,0.27,0.77,0,0,0.35,0.67,0.12,0.42,4,0.53,Sweet Rock
Around And Around,Chuck Berry,1959,0.11,0.44,0.74,0.58,0.38,0,0.36,0.07,0.62,0.06,0.4,4,0.94,Old Rock
I Should Have Known Better - Remastered 2009,The Beatles,1964,0.11,0.73,0.69,0.26,0.44,0,0.64,0.1,0.72,0.05,0.6,4,0.92,Old Rock
The Letter - Live At The Fillmore East/1970,Joe Cocker,1970,0.18,0.45,0.49,0.31,0.95,0,0.73,0.94,0.79,0.29,0.42,4,0.76,Old Rock
Don't You Just Know It?,"Huey ""Piano"" Smith",2010,0.1,0.27,0.77,0.73,0.8,0,0.91,0.13,0.76,0.15,0.64,4,0.79,Modern Rock
Long Ride,Young Nudy,2019,0.17,0.51,0.61,0.09,0.61,0,0.64,0.19,0.71,0.15,0.64,4,0.13,Modern Rock
Passive,A Perfect Circle,2004,0.17,0.68,0.45,0,0.71,0.01,0.45,0.09,0.77,0.06,0.4,4,0.12,Modern Rock
"""Get A Shot Of The Refrigerator""",Stereolab,2006,0.18,0.12,0.53,0.05,0.82,0.72,0.64,0.15,0.73,0.07,0.82,4,0.68,Modern Rock
At This Moment (studio Version),Billy Vera & The Beaters,2010,0.16,0.48,0.58,0.87,0.23,0,0.55,0.13,0.64,0.08,0.37,3,0.16,Modern Rock
"Hold On, I'm Comin'",Sam & Dave,1966,0.1,0.8,0.81,0.2,0.34,0.04,0.55,0.09,0.54,0.06,0.49,4,0.92,Old Rock
Too Much Monkey Business,Chuck Berry,1957,0.11,0.44,0.69,0.82,0.83,0,0.45,0.26,0.77,0.23,0.43,4,0.86,Old Rock
Chicks 'N Cars (And The Third World War),Colin James,1988,0.14,0.32,0.5,0.04,0.8,0,0,0.07,0.65,0.07,0.79,4,0.86,Sweet Rock
Dream Police,Cheap Trick,1979,0.16,0.62,0.48,0.04,0.77,0.01,0.36,0.2,0.62,0.07,0.63,4,0.69,Old Rock
Anthem for the Year 2000,Silverchair,1999,0.17,0.6,0.33,0.04,0.77,0,0.18,0.26,0.73,0.09,0.81,4,0.46,Sweet Rock
Ant Music in the Style of Adam & the Ants,Sunfly Karaoke,2009,0.14,0,0.79,0.01,0.42,0.05,0.18,0.05,0.6,0.17,0.74,4,0.71,Modern Rock
How It Ends,DeVotchKa,2004,0.29,0.54,0.63,0.87,0.33,0.11,0.36,0.41,0.64,0.07,0.48,4,0.04,Modern Rock
Rocco - Dub,Death In Vegas,1997,0.27,0.26,0.64,0,0.95,0.85,1,0.17,0.74,0.08,0.59,4,0.73,Sweet Rock
I'll Be Around,The Spinners,1973,0.12,0.75,0.6,0.18,0.79,0,0.73,0.09,0.69,0.12,0.52,4,0.64,Old Rock
My Back Pages,The Byrds,1967,0.12,0.57,0.57,0.11,0.52,0,0.36,0.16,0.64,0.06,0.57,4,0.73,Old Rock
Letting Go,Straight Lines,1981,0.14,0.15,0.54,0.6,0.36,0,0.27,0.16,0.59,0.05,0.48,4,0.19,Old Rock
Citizen Erased,Muse,2001,0.3,0.57,0.12,0.01,0.67,0.01,0,0.3,0.72,0.07,0.39,4,0.09,Sweet Rock
One Night (Second 'Sit-Down' Show) - Live,Elvis Presley,2019,0.12,0.61,0.21,0.83,0.87,0.89,0.36,0.75,0.64,0.28,0.42,4,0.6,Modern Rock
The Night,Disturbed,2008,0.19,0.69,0.45,0,0.98,0,0,0.08,0.84,0.14,0.84,4,0.59,Modern Rock
Whaling,"Tim Finn, Bic Runga, Dave Dobbyn",2001,0.22,0.27,0.53,0.1,0.78,0,0,0.98,0.8,0.06,0.52,4,0.34,Sweet Rock
I Don't Need No Doctor,Humble Pie,2010,0.41,0.36,0.38,0,0.9,0.02,0.18,0.67,0.76,0.3,0.65,4,0.27,Modern Rock
I Can't Drive 55,Sammy Hagar,1984,0.17,0.71,0.54,0,0.64,0,0.82,0.08,0.59,0.06,0.61,4,0.86,Sweet Rock
Bleed American,Jimmy Eat World,2001,0.12,0.75,0.44,0.01,0.94,0,0.55,0.8,0.78,0.17,0.74,4,0.59,Sweet Rock
No I In Threesome,Interpol,2007,0.15,0.63,0.47,0.01,0.91,0.04,0,0.1,0.83,0.12,0.55,4,0.17,Modern Rock
Cut-Throat,Sepultura,1996,0.11,0.5,0.43,0,0.96,0,1,0.09,0.77,0.21,0.46,4,0.26,Sweet Rock
Dangerzone,Clor,2005,0.22,0.15,0.7,0,0.87,0.2,0.55,0.08,0.79,0.09,0.45,4,0.63,Modern Rock
Get It On,Kingdom Come,1988,0.18,0.46,0.42,0.01,0.7,0,0.64,0.34,0.56,0.08,0.36,4,0.5,Sweet Rock
Ready Teddy,Elvis Presley,1956,0.07,0.43,0.61,0.53,0.81,0,0,0.1,0.69,0.08,0.47,4,0.97,Old Rock
I'm Glad You're Mine,Al Green,1972,0.12,0.48,0.79,0.2,0.53,0,0.18,0.07,0.66,0.25,0.37,4,0.91,Old Rock
Talking To Clarry,The Bluetones,1996,0.28,0.25,0.23,0,0.81,0,0.64,0.13,0.73,0.08,0.4,4,0.38,Sweet Rock
Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",1969,0.1,0.79,0.57,0.92,0.16,0,0.64,0.1,0.55,0.06,0.67,4,0.44,Old Rock
Dominion Road,The Mutton Birds,2002,0.16,0.55,0.6,0.02,0.85,0,1,0.35,0.77,0.06,0.63,4,0.85,Modern Rock
Rock Steady - 2015 Remaster,Bad Company,1974,0.15,0.5,0.69,0.19,0.62,0,0.82,0.08,0.65,0.06,0.46,4,0.82,Old Rock
Die in the Summertime - Remastered,Manic Street Preachers,1994,0.12,0.3,0.44,0,0.82,0,0.18,0.12,0.79,0.05,0.53,4,0.38,Sweet Rock
Breadfan - live,Budgie,2020,0.31,0.19,0.24,0.72,0.85,0.83,0.09,0.87,0.65,0.2,0.49,4,0.39,Modern Rock
She Will Be Loved - Radio Mix,Maroon 5,2002,0.17,0.95,0.66,0.23,0.66,0,0,0.09,0.78,0.05,0.47,4,0.47,Modern Rock
Re-Make/Re-Model,Roxy Music,1972,0.21,0.42,0.59,0.02,0.92,0.08,0.91,0.31,0.74,0.16,0.6,4,0.55,Old Rock
Loving The Alien,Velvet Revolver,2004,0.24,0.48,0.48,0.02,0.63,0.15,0,0.05,0.75,0.05,0.56,4,0.1,Modern Rock
Phenomena,Yeah Yeah Yeahs,2006,0.17,0.48,0.51,0.01,0.9,0,0.18,0.06,0.79,0.18,0.72,4,0.47,Modern Rock
Love Is A Battlefield - Remastered,Pat Benatar,2005,0.17,0.52,0.68,0.04,0.88,0,0.18,0.07,0.82,0.1,0.42,4,0.85,Modern Rock
I Only Want To Be With You,Dusty Springfield,1964,0.1,0.69,0.61,0.1,0.68,0,0.64,0.17,0.71,0.05,0.61,4,0.97,Old Rock
We Weren't Born To Follow,Bon Jovi,2009,0.16,0.64,0.51,0,0.85,0,1,0.08,0.82,0.08,0.58,4,0.72,Modern Rock
Length Of Love,Interpol,2005,0.17,0.43,0.4,0,0.94,0.92,0.91,0.43,0.86,0.07,0.58,4,0.38,Modern Rock
All Because Of You,U2,2004,0.14,0.5,0.3,0,0.88,0.01,0.18,0.05,0.86,0.09,0.62,4,0.44,Modern Rock
Ask - 2011 Remaster,The Smiths,1987,0.13,0.69,0.46,0.39,0.99,0,0.64,0.42,0.78,0.22,0.76,4,0.46,Sweet Rock
People Are Strange,Echo & the Bunnymen,2006,0.15,0.55,0.52,0.02,0.63,0,0.36,0.07,0.79,0.06,0.55,4,0.53,Modern Rock
Heaven Is 10 Zillion Light Years Away,Stevie Wonder,1974,0.2,0.42,0.57,0.37,0.6,0,0.55,0.53,0.63,0.08,0.41,4,0.5,Old Rock
Under Cover of Darkness,The Strokes,2011,0.16,0.8,0.36,0,0.78,0.29,1,0.06,0.85,0.1,0.92,4,0.59,Modern Rock
You're Still The One,Shania Twain,1997,0.14,0.89,0.59,0.36,0.49,0,0.27,0.08,0.69,0.06,0.61,4,0.64,Sweet Rock
When I See You Smile,Bad English,1989,0.17,0.79,0.5,0.42,0.61,0,0.64,0.18,0.66,0.06,0.62,4,0.33,Sweet Rock
Strange Magic,Electric Light Orchestra,2011,0.16,0.63,0.45,0.78,0.33,0,0.82,0.32,0.58,0.05,0.44,4,0.32,Modern Rock
Unwell - 2007 Remaster,Matchbox Twenty,2007,0.16,0.74,0.45,0.05,0.79,0,0.82,0.32,0.8,0.06,0.37,4,0.44,Modern Rock
Diamond In The Rough,Airbourne,2007,0.11,0.48,0.69,0,0.97,0,0.64,0.08,0.89,0.11,0.63,4,0.71,Modern Rock
Parklife - 2012 Remaster,Blur,1994,0.12,0.73,0.64,0.12,0.89,0,0.36,0.27,0.77,0.12,0.64,4,0.73,Sweet Rock
Because of You,Kelly Clarkson,2004,0.15,0.85,0.59,0.26,0.58,0,0.45,0.11,0.79,0.06,0.64,4,0.14,Modern Rock
A Certain Romance,Arctic Monkeys,2006,0.22,0.76,0.46,0,0.88,0,1,0.1,0.78,0.07,0.63,4,0.2,Modern Rock
Cattle and Cane - Live,The Go-Betweens,1999,0.14,0.01,0.6,0.84,0.5,0,0.18,0.27,0.63,0.08,0.58,5,0.55,Sweet Rock
Amor Maior - Ac̼stico,Jota Quest,2017,0.16,0.36,0.59,0.53,0.54,0,0.18,0.89,0.67,0.05,0.35,4,0.39,Modern Rock
New York Mining Disaster 1941,Bee Gees,1967,0.09,0.58,0.45,0.58,0.23,0,0.82,0.08,0.56,0.14,0.41,4,0.48,Old Rock
The Sound of Settling,Death Cab for Cutie,2003,0.09,0.6,0.43,0.01,0.76,0,0.55,0.21,0.75,0.05,0.8,4,0.79,Modern Rock
US Forces - Remastered Version,Midnight Oil,1982,0.16,0.49,0.62,0.04,0.97,0,0.36,0.03,0.83,0.22,0.66,4,0.37,Sweet Rock
Until the Sun Comes,Rival Sons,2012,0.12,0.39,0.49,0,0.92,0,0,0.12,0.82,0.09,0.62,4,0.83,Modern Rock
Original Fire,Audioslave,2006,0.15,0.58,0.65,0.01,0.95,0.07,0.82,0.38,0.86,0.1,0.57,4,0.71,Modern Rock
One Man Army,Our Lady Peace,1999,0.13,0.57,0.41,0.03,0.89,0,0.55,0.07,0.82,0.24,0.73,4,0.6,Sweet Rock
I Believe (When I Fall In Love It Will Be Forever),Stevie Wonder,1972,0.2,0.63,0.45,0.38,0.44,0,0.27,0.18,0.56,0.07,0.57,4,0.18,Old Rock
Aquarius,Boards of Canada,1998,0.24,0.57,0.72,0.02,0.51,0.87,0.55,0.09,0.59,0.26,0.77,4,0.75,Sweet Rock
Lately,Stevie Wonder,1980,0.16,0.67,0.44,0.48,0.15,0,0.09,0.1,0.46,0.06,0.35,4,0.27,Old Rock
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,2016,0.14,0.89,0.59,0.2,0.5,0,0.09,0.12,0.75,0.05,0.53,4,0.11,Modern Rock
Futures,Zero 7,2006,0.16,0.64,0.6,0.19,0.52,0.07,0.18,0.09,0.64,0.05,0.65,4,0.38,Modern Rock
Here's to the Night,Eve 6,2000,0.17,0.68,0.59,0.04,0.65,0,0.64,0.07,0.76,0.04,0.45,4,0.36,Sweet Rock
3rd Planet,Modest Mouse,2000,0.16,0.62,0.54,0.33,0.57,0,0.64,0.1,0.73,0.21,0.38,4,0.44,Sweet Rock
Beetlebum - 2012 Remaster,Blur,1997,0.21,0.68,0.55,0.08,0.63,0,0,0.27,0.74,0.04,0.41,4,0.82,Sweet Rock
The Healer,Crown Of Thorns,2008,0.19,0.08,0.3,0,0.97,0.04,0.73,0.27,0.85,0.26,0.34,4,0.32,Modern Rock
Still in Love Song,The Stills,2003,0.15,0.48,0.57,0,0.8,0.32,0.36,0.11,0.79,0.05,0.6,4,0.41,Modern Rock
Old Enough,The Raconteurs,2008,0.16,0.46,0.34,0,0.8,0,0.64,0.2,0.79,0.08,0.41,4,0.48,Modern Rock
Last Child,Aerosmith,1976,0.14,0.61,0.52,0.03,0.5,0,0.73,0.66,0.61,0.08,0.77,4,0.75,Old Rock
Let Me See,Morcheeba,1998,0.18,0.32,0.75,0.09,0.77,0.54,0.82,0.3,0.79,0.05,0.49,4,0.63,Sweet Rock
Beauty Queen,Roxy Music,1973,0.19,0.39,0.45,0.12,0.69,0.01,0.64,0.14,0.71,0.14,0.69,4,0.61,Old Rock
Gasoline Alley,Rod Stewart,1970,0.17,0.43,0.51,0.84,0.39,0,0.36,0.15,0.63,0.07,0.63,4,0.66,Old Rock
Daydream Believer,The Monkees,1968,0.12,0.82,0.52,0.26,0.49,0,0.64,0.1,0.65,0.06,0.58,4,0.66,Old Rock
Wishing (If I Had a Photograph of You),A Flock Of Seagulls,2008,0.22,0.58,0.51,0.1,0.8,0.68,0.09,0.04,0.8,0.07,0.55,4,0.69,Modern Rock
The Wallflower (AKA Roll With Me Henry) - Single Version,Etta James,2011,0.12,0.27,0.67,0.61,0.5,0,0.45,0.34,0.71,0.11,0.6,4,0.65,Modern Rock
Afterlife,Avenged Sevenfold,2007,0.24,0.81,0.49,0,0.95,0,0.18,0.22,0.82,0.15,0.5,4,0.41,Modern Rock
Untitled,Interpol,2002,0.16,0.62,0.2,0,0.79,0.73,0.73,0.07,0.79,0.06,0.42,4,0.09,Modern Rock
London Leatherboys,Accept,1983,0.16,0.42,0.41,0,0.76,0,1,0.06,0.74,0.07,0.45,4,0.81,Sweet Rock
Julia - Remastered 2009,The Beatles,1968,0.12,0.65,0.52,0.83,0.09,0,0.18,0.11,0.48,0.06,0.62,4,0.19,Old Rock
Crystal Baller,Third Eye Blind,2003,0.17,0.56,0.39,0.01,0.75,0,0,0.17,0.82,0.14,0.89,4,0.44,Modern Rock
Stairway,Yukon Blonde,2012,0.13,0.27,0.45,0,0.91,0,0.18,0.2,0.83,0.08,0.77,4,0.59,Modern Rock
Crosseyed and Painless - 2005 Remaster,Talking Heads,1980,0.19,0.61,0.73,0.14,0.82,0.75,0.64,0.21,0.77,0.07,0.62,4,0.9,Old Rock
Fast Cars - 1996 Remastered Version,Buzzcocks,1978,0.1,0.4,0.27,0,0.82,0.03,0.91,0.15,0.74,0.1,0.43,4,0.48,Old Rock
Davidian,Machine Head,1994,0.2,0.68,0.28,0,0.94,0.12,0.64,0.22,0.74,0.31,0.71,3,0.29,Sweet Rock
Damaged Goods,Gang Of Four,1979,0.14,0.68,0.75,0.03,0.72,0.05,0,0.14,0.74,0.16,0.72,4,0.97,Old Rock
Good Rockin' Tonight,Elvis Presley,1959,0.08,0.44,0.52,0.52,0.52,0,0.36,0.09,0.69,0.07,0.79,4,0.93,Old Rock
Love Is A Losing Game,Amy Winehouse,2006,0.1,0.73,0.49,0.32,0.56,0.01,0,0.17,0.78,0.05,0.76,4,0.55,Modern Rock
Demons,Super Furry Animals,1997,0.21,0.29,0.28,0.04,0.48,0.01,0.18,0.11,0.72,0.06,0.7,4,0.27,Sweet Rock
Trip the Darkness,Lacuna Coil,2012,0.13,0.6,0.32,0,0.91,0,0,0.36,0.83,0.1,0.84,3,0.38,Modern Rock
Save Tonight,Eagle-Eye Cherry,1998,0.16,0.8,0.55,0,0.69,0,0,0.1,0.69,0.06,0.55,4,0.59,Sweet Rock
Slave,Weezer,2002,0.11,0.36,0.21,0,0.7,0.21,0.82,0.09,0.78,0.09,0.57,4,0.38,Modern Rock
"Come On, Let's Go",Ritchie Valens,1959,0.08,0.67,0.62,0.79,0.72,0,0.82,0.12,0.71,0.08,0.37,3,0.82,Old Rock
Something to Die For - Single Mix,The Sounds,2011,0.15,0.3,0.71,0.01,0.88,0,0.18,0.5,0.87,0.07,0.63,4,0.67,Modern Rock
Collective Dreamwish Of Upperclass Elegance,Grandaddy,1997,0.22,0.4,0.7,0.25,0.34,0.96,0.64,0.09,0.61,0.05,0.39,4,0.34,Sweet Rock
Can You Dig It?,The Mock Turtles,2003,0.17,0.56,0.49,0,0.89,0.16,0.36,0.37,0.76,0.06,0.49,4,0.86,Modern Rock
Dark Days,Parkway Drive,2012,0.16,0.57,0.34,0,0.99,0,0.91,0.08,0.83,0.34,0.58,4,0.25,Modern Rock
The First Cut Is the Deepest,Various Artists,2001,0.13,0.42,0.58,0.26,0.49,0,0.45,0.06,0.7,0.17,0.41,4,0.71,Sweet Rock
House Of Cards,Radiohead,2007,0.22,0.76,0.72,0.28,0.5,0.59,0.45,0.09,0.67,0.05,0.51,4,0.64,Modern Rock
"Birth, School, Work, Death",The Godfathers,2011,0.17,0.5,0.53,0,0.77,0.01,0.82,0.1,0.63,0.07,0.55,4,0.73,Modern Rock
Strange & Beautiful (I'll Put a Spell On You) - From KCRW.Presents,Aqualung,2005,0.15,0.45,0.65,0.69,0.19,0.09,0.45,0.07,0.57,0.06,0.5,3,0.32,Modern Rock
Stricken,Disturbed,2005,0.16,0.86,0.41,0,0.97,0.01,0.73,0.26,0.86,0.35,0.8,4,0.29,Modern Rock
Night Prowler,AC/DC,1979,0.26,0.61,0.25,0.02,0.73,0.01,0.55,0.17,0.8,0.11,0.91,3,0.49,Old Rock
Mistress Mabel,The Fratellis,2008,0.18,0.21,0.29,0,0.95,0,1,0.15,0.87,0.16,0.81,4,0.52,Modern Rock
I Will Wait,Mumford & Sons,2012,0.19,0.82,0.49,0.01,0.76,0.01,0.09,0.3,0.79,0.06,0.6,4,0.45,Modern Rock
Jingle Bell Rock,Bobby Helms,1992,0.08,1,0.76,0.65,0.42,0,0.18,0.05,0.7,0.07,0.55,4,0.81,Sweet Rock
Where Have All The Good People Gone?,Sam Roberts Band,2003,0.18,0.21,0.55,0.02,0.94,0,0.82,0.09,0.81,0.07,0.4,4,0.73,Modern Rock
Pure And Easy - Remastered 2017,Pete Townshend,1972,0.22,0.39,0.67,0.21,0.73,0.13,0,0.14,0.69,0.05,0.57,4,0.64,Old Rock
Room to Breathe,Blindspott,2003,0.16,0.43,0.66,0,0.86,0,0.36,0.27,0.77,0.06,0.49,4,0.51,Modern Rock
Out Of Line,The Bravery,2005,0.12,0.25,0.53,0,0.92,0,0.82,0.33,0.82,0.06,0.59,4,0.7,Modern Rock
Heaven Coming Down,The Tea Party,1999,0.16,0.52,0.35,0,0.86,0.02,0.18,0.14,0.79,0.07,0.85,4,0.22,Sweet Rock
Too Much,Elvis Presley,2002,0.1,0.6,0.55,0.78,0.82,0,0.27,0.05,0.78,0.09,0.54,4,0.92,Modern Rock
Sunday Morning,No Doubt,1995,0.18,0.64,0.59,0.01,0.81,0,0.36,0.11,0.79,0.06,0.72,4,0.79,Sweet Rock
When I'm With You,Sheriff,1982,0.16,0.63,0.25,0.28,0.32,0.01,0.82,0.1,0.63,0.05,0.62,4,0.12,Sweet Rock
What Is Love?,Deee-Lite,1990,0.15,0.46,0.8,0.01,0.63,0.87,0.18,0.33,0.53,0.09,0.51,4,0.54,Sweet Rock
Hall of Fame (feat. will.i.am),The Script,2012,0.13,0.82,0.43,0.07,0.87,0,0.91,0.11,0.82,0.1,0.39,4,0.64,Modern Rock
Automatic Stop,The Strokes,2003,0.14,0.69,0.69,0,0.54,0.74,0.09,0.08,0.77,0.07,0.49,4,0.97,Modern Rock
Inside - Live,Ray Wilson,2011,0.24,0.5,0.34,0,0.81,0,0.73,0.96,0.73,0.07,0.37,4,0.27,Modern Rock
Someone Somewhere (In Summertime),Simple Minds,1982,0.19,0.64,0.56,0.03,0.57,0.18,0.55,0.34,0.65,0.05,0.46,4,0.73,Sweet Rock
Faster,Manic Street Preachers,2011,0.16,0.31,0.46,0.02,0.94,0.02,0.82,0.13,0.77,0.08,0.7,4,0.48,Modern Rock
I'm So Glad,Cream,1966,0.16,0.45,0.36,0.03,0.56,0,0.18,0.24,0.61,0.07,0.62,4,0.34,Old Rock
Atlantic,Keane,2006,0.17,0.5,0.48,0,0.79,0,0.27,0.07,0.75,0.06,0.6,4,0.14,Modern Rock
Take Me to the River,Al Green,1974,0.15,0.76,0.8,0.22,0.42,0,0.82,0.12,0.63,0.08,0.55,4,0.95,Old Rock
Numb,Portishead,1994,0.16,0.63,0.33,0.06,0.45,0,0.55,0.07,0.77,0.06,0.36,4,0.22,Sweet Rock
Indian Summer,Beat Happening,1988,0.12,0.52,0.45,0.36,0.58,0,0.82,0.04,0.65,0.05,0.64,4,0.65,Sweet Rock
Banquet,Bloc Party,2005,0.13,0.7,0.59,0,0.89,0.01,0.91,0.21,0.72,0.08,0.69,4,0.9,Modern Rock
